1,115.26,121.93,119.42,122.15,126.06,129,125.04,125.06,122.07,118.27,115.28,115.73,113.53,110.17,113.78,108.67,109.11,104.68,104.79,99.73,103.25,102.9,100.42,101.24,97.591,98.234,97.801,93.744,92.661,92.698,92.973,91.214,94.366,90.67,92.049,89.09,90.2,88.955,90.028,92.655,93.048,93.107,88.566,91.788,93.744,94.303,94.021,95.131,94.366,100.45,99.765,101.18,95.588,94.175,99.156,95.131
1,268.02,278.93,285.08,287.15,300.1,300.81,298.89,295.71,301.94,291.15,289.01,282.79,273.78,268.7,272.71,263.1,258.31,255.67,249.23,243.09,238.76,236.08,229.14,222.65,216.68,212.05,204.97,198.39,192.75,182.83,178.4,175.29,171.41,162.64,164.02,153.22,150.3,142.35,136.96,136.68,131.59,131.14,129.06,130.54,126.92,131.55,134.63,133.72,138.42,133.09,142.02,142.36,143.81,139.52,142.56,134.24
1,259.16,269.03,268.03,274.53,280.03,283.49,276.13,268.99,267.75,263.27,255.1,252.01,236,230.37,232.24,223.6,223.14,202.76,202.41,191.19,196.82,188.82,185.21,179.77,171.86,166.48,162.29,155.72,147.33,140.19,138.92,133.18,139.61,132.02,135.03,129.47,129.87,124.85,127.48,140.72,146.17,156.54,144.51,156.26,165.68,173.22,179.52,187.3,194.03,207.29,213.85,216.59,209.77,209.16,217.56,214.25
1,312.16,320.19,320.85,334.31,326.88,338.07,327.73,321.5,316.4,310,302.06,296.44,287.03,281.09,280.2,273.82,266.32,255.67,251.75,243.51,249.61,244.92,241.12,240.98,231.62,237.84,232.14,225.49,220.59,222.8,224.88,218.77,220.2,219.79,219.1,221.46,214.36,217.94,218.32,222.14,224.11,220.01,220.15,223.22,238.61,233.69,237.93,247.89,249.58,271.81,269.36,272.09,263.27,265.59,262.71,260.1
1,124.08,129.71,130.25,133.6,133.96,138.23,132.23,134.97,131.23,127.94,125.24,123,121.2,117.55,116.69,114.84,113.16,110.02,108.78,107.07,108.07,106.38,103.41,103.75,101.14,98.681,96.208,95.341,93.648,87.618,85.913,84.9,83.096,80,78.23,73.355,76.968,73.389,73.246,72.443,72.028,71.063,66.37,67.082,69.57,70.228,70.385,72.897,72.069,77.421,77.801,79.649,76.609,77.201,77.621,77.006
1,97.417,102.93,102.65,106.02,109.4,109.02,107.2,105.8,106.61,104.29,102.63,100.24,95.771,93.915,96.005,92.358,92.179,88.057,88.284,85.288,86,84.095,82.735,83.024,81.492,78.772,78.39,78.721,75.472,71.84,70.093,69.311,67.801,65.734,65.765,63.561,62.968,60.44,59.841,61,58.215,58.856,56.886,58.523,58.181,60.008,59.942,61.294,61.855,62.37,65.115,65.795,62.37,61.555,65.069,60.811
1,298.43,310.92,312.51,319.01,326.38,330.93,320.43,314.13,309.48,307.68,299.19,297.06,284.2,276.14,280.74,274.12,263.23,256.28,248,239.94,243.39,235.48,232.95,229.08,216.21,216.45,207.52,202.24,193.83,191.09,185.72,182.22,186.3,178.91,179.03,175.14,169.07,170.66,168.32,172.75,172.54,170.39,166,163.08,176.12,163.05,171.19,170.74,174.04,185.53,188.9,186.72,177.52,175.57,177.99,172.43
1,216.83,225.18,228.35,228.84,234.23,228.43,228.71,223.57,226.72,221,216.23,211.26,202.43,201.4,197.13,192.42,190.67,189.76,182.5,178.6,173.99,170,165.16,164.2,160.6,157.43,150.07,145.91,139.23,138.44,133.3,130.39,127.47,126.38,121.66,122.59,120.02,119.51,118.7,117.15,118.6,119.77,126.13,128.13,128.97,133.6,140.09,140.8,145.25,140.01,146.41,146.45,152.74,150.7,146.75,138.68
1,279.69,286.94,294.21,302.73,302.06,311,298.02,307.04,303,299.06,296.24,290.17,290.91,281.03,283.39,272.95,273.89,275.61,274.04,267.54,267.87,261.64,260.45,259.83,256.56,250.17,246.22,244.29,237.66,229.38,224.2,231.04,224.96,221.16,219.66,215.87,224.45,222.17,218.51,218.93,217.66,218,226.27,230.36,229.26,234.93,238.48,240.47,245.47,243.39,248.57,246.27,245.17,240.28,228.27,221.33
1,179.71,191.09,195.09,197.5,199.7,199.58,195.8,195.35,195.53,190.82,186.7,182.58,177.29,174.43,172.13,168.32,164.68,164.3,160,157.11,152.12,148.66,146.11,144.84,142.64,136.82,133.81,129.45,123.91,118.6,115.43,117.2,108.85,106.96,106.08,102.3,106.51,105.68,101.98,101.64,101.84,102.11,104.92,108.66,104.48,113.02,116.02,115.16,121.26,115.21,120.15,122.1,127.14,124.06,120.02,115.21
